gpu_model,task,model_size,batch_size,image_size,time_type,value
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,2,1088,ave_time,0.030711521592456846
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,2,1088,batch_time,0.06142304318491369
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,4,320,ave_time,0.00392925352207385
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,4,320,batch_time,0.0157170140882954
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,4,640,ave_time,0.011796671198680997
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,4,640,batch_time,0.04718668479472399
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,4,1088,ave_time,0.03246806152747013
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,4,1088,batch_time,0.12987224610988052
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,8,320,ave_time,0.0035907337500248105
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,8,320,batch_time,0.028725870000198484
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,8,640,ave_time,0.01164415393723175
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,8,640,batch_time,0.093153231497854
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,8,1088,ave_time,0.031595421585370785
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,8,1088,batch_time,0.2527633726829663
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,12,320,ave_time,0.0037519783421885223
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,12,320,batch_time,0.04502374010626227
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,12,640,ave_time,0.011247696273494511
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,12,640,batch_time,0.13497235528193413
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,12,1088,ave_time,0.02820676700018036
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,12,1088,batch_time,0.3384812040021643
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,16,320,ave_time,0.0035525044877431355
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,16,320,batch_time,0.05684007180389017
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,16,640,ave_time,0.010570793467923067
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,16,640,batch_time,0.16913269548676907
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,16,1088,ave_time,0.0285004123186809
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,16,1088,batch_time,0.4560065970988944
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,20,320,ave_time,0.0034858490608166903
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,20,320,batch_time,0.06971698121633381
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,20,640,ave_time,0.010439585405401885
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,20,640,batch_time,0.2087917081080377
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,20,1088,ave_time,0.02879251222475432
NVIDIA GeForce RTX 3090 Ti,-obb.pt,yolov8x,20,1088,batch_time,0.5758502444950864
